iteration, optimization, area, delay, power, best_area, best_delay, best_power
1, strash, 232.0, 670.45, 3.31e-06
2, rewrite, 232.0, 677.41, 3.55e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
3, refactor -M 0, 226.0, 657.55, 3.2e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
4, refactor -z, 223.0, 710.7, 3.12e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
5, resub -z, 225.0, 712.77, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
6, refactor -N 4, 225.0, 712.77, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
7, balance, 225.0, 712.85, 3.16e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
8, resub -z, 225.0, 712.85, 3.16e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
9, balance -s -d, 272.0, 711.19, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
10, refactor -z, 260.0, 762.7, 2.55e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
11, refactor -M 0, 258.0, 755.48, 2.74e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
12, refactor -N 15, 258.0, 755.48, 2.74e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
13, resub, 232.0, 733.89, 2.72e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
14, balance -s -d, 256.0, 683.09, 2.73e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
15, resub -z, 241.0, 658.65, 2.69e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
16, refactor -N 12 M 0, 242.0, 711.78, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
17, refactor -N 12 M 0, 242.0, 711.78, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
18, refactor, 242.0, 711.78, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
19, resub -N 3, 231.0, 646.43, 3.1e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
20, resub -N 3, 231.0, 646.43, 3.1e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
21, refactor -M 0, 236.0, 689.78, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
22, refactor -N 12 M 0, 236.0, 689.78, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
23, resub -z, 236.0, 689.78, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
24, balance -s -d, 254.0, 629.22, 3.24e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
25, refactor, 254.0, 629.22, 3.24e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
26, refactor, 254.0, 629.22, 3.24e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
27, resub -z, 240.0, 666.07, 2.93e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
28, resub -z, 238.0, 669.86, 2.77e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
29, resub -z, 238.0, 669.86, 2.77e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
30, resub -K 12, 265.0, 628.34, 3.51e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
31, balance -s -d, 257.0, 734.24, 2.86e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
32, balance, 251.0, 665.05, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
33, refactor -N 4, 273.0, 638.81, 3.44e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
34, refactor -z, 279.0, 722.27, 2.73e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
35, balance -s -d, 252.0, 631.09, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
36, refactor -N 15, 252.0, 631.09, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
37, refactor -N 15, 252.0, 631.09, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
38, refactor -N 4, 252.0, 631.09, 3.22e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
39, resub, 248.0, 660.83, 3.52e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
40, resub -z, 246.0, 647.76, 3.17e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
41, balance -s -d, 252.0, 646.32, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
42, refactor -z, 253.0, 716.32, 2.65e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
43, refactor -z, 253.0, 736.93, 2.76e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
44, resub, 243.0, 672.76, 3.34e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
45, balance -s -d, 255.0, 639.16, 3.4e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
46, refactor -z, 252.0, 678.4, 3.07e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
47, refactor, 252.0, 678.4, 3.07e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
48, balance, 255.0, 633.79, 3.58e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
49, refactor, 255.0, 633.79, 3.58e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
50, balance, 255.0, 633.79, 3.58e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
