iteration, optimization, area, delay, best_area_meets_constraint, best_area, best_delay
1, strash, 232.0, 854.6
2, resub, 225.0, 892.99, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
3, refactor, 224.0, 867.86, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
4, refactor -z, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
5, refactor, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
6, resub, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
7, refactor, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
8, resub, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
9, refactor, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
10, refactor -z, 219.0, 972.29, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
11, rewrite, 219.0, 972.29, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
12, refactor -z, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
13, refactor, 220.0, 954.58, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
14, balance, 226.0, 971.8, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
15, rewrite -z, 230.0, 886.14, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
16, resub, 229.0, 867.1, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
17, balance, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
18, resub, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
19, resub, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
20, refactor, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
21, refactor, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
22, balance, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
23, balance, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
24, refactor, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
25, refactor, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
26, balance, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
27, refactor, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
28, refactor -z, 223.0, 946.6, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
29, refactor -z, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
30, resub -z, 227.0, 905.81, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 213.0; 781.25; 14; 23
