iteration, optimization, area, delay, best_area_meets_constraint, best_area, best_delay
1, strash, 232.0, 854.6
2, rewrite -z, 244.0, 842.93, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
3, rewrite -z, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
4, rewrite, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
5, resub, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
6, resub, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
7, resub -z, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
8, refactor, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
9, resub, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
10, refactor, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
11, resub -z, 230.0, 932.21, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
12, balance, 253.0, 979.93, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
13, refactor, 253.0, 979.93, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
14, rewrite -z, 239.0, 909.62, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
15, rewrite -z, 232.0, 889.31, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
16, balance, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
17, refactor, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
18, refactor, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
19, refactor, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
20, resub -z, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
21, resub -z, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
22, refactor, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
23, rewrite, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
24, balance, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
25, resub, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
26, rewrite, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
27, rewrite, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
28, refactor, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
29, balance, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
30, resub, 217.0, 957.66, inf; inf; -1; -1, 203.0; 819.08; 1; 14, 228.0; 803.05; 10; 5
