iteration, optimization, area, delay, power, best_area, best_delay, best_power
1, strash, 232.0, 670.45, 3.31e-06
2, resub -K 12, 230.0, 655.3, 3.29e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
3, balance -s -d, 314.0, 678.92, 3.82e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
4, resub -K 12, 249.0, 703.6, 3.56e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
5, resub -M 0, 248.0, 705.8, 3.49e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
6, resub -M 0, 248.0, 705.8, 3.49e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
7, rewrite -z, 248.0, 665.44, 3.46e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
8, rewrite, 248.0, 665.44, 3.46e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
9, refactor -N 4, 248.0, 659.75, 3.42e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
10, refactor -z, 246.0, 663.36, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
11, rewrite, 246.0, 663.36, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
12, rewrite, 246.0, 663.36, 3.3e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
13, refactor -z, 248.0, 671.22, 3.45e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
14, rewrite -z, 239.0, 655.15, 3.51e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
15, rewrite, 239.0, 655.15, 3.51e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
16, resub -z, 239.0, 655.15, 3.51e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
17, refactor -z, 248.0, 721.94, 3.63e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
18, resub -N 3, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
19, resub, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
20, resub -N 3, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
21, resub -K 12, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
22, resub -K 12, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
23, resub -N 3, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
24, resub -K 12, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
25, resub, 249.0, 723.55, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
26, rewrite -z, 226.0, 653.81, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
27, refactor -N 12 M 0, 226.0, 653.81, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
28, refactor -N 12 M 0, 226.0, 653.81, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
29, refactor -N 15, 226.0, 653.81, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
30, refactor, 226.0, 653.81, 3.32e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
31, balance -s -d, 268.0, 707.93, 3.83e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
32, resub, 264.0, 699.32, 3.51e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
33, refactor, 261.0, 720.89, 3.39e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
34, refactor, 261.0, 720.89, 3.39e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
35, refactor -N 4, 261.0, 720.89, 3.39e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
36, resub -N 3, 239.0, 659.79, 3.65e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
37, refactor, 239.0, 659.79, 3.65e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
38, balance, 240.0, 750.5, 3.15e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
39, refactor -N 12 M 0, 240.0, 750.5, 3.15e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
40, refactor -M 0, 251.0, 653.48, 3.38e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
41, refactor -M 0, 230.0, 650.75, 3.11e-06, 207.0; 695.17; 2.9e-06; 26; 18, 284.0; 587.71; 4.22e-06; 14; 33, 243.0; 727.91; 2.49e-06; 13; 44
